"subj"	"block"	"trialN"	"condi"	"setID"	"RTs"	"error"	"correct"	"cond"	"response"	"tot"	"totresponse"	"Hit"	"FA"	"signal"
"18"	"1"	7	1	18	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"18"	"1"	10	1	5	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"18"	"1"	16	1	25	2.9037	1	1	"TARGET"	"Hit"	9	1	1	0	1
"18"	"1"	19	1	18	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"18"	"1"	37	1	5	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"18"	"1"	44	1	25	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"18"	"1"	46	1	18	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"18"	"1"	53	1	5	2.2928	1	1	"TARGET"	"Hit"	9	1	1	0	1
"19"	"1"	2	2	74	5.341	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"19"	"1"	4	2	44	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	7	2	69	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	8	2	82	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	9	2	14	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	10	2	70	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	14	2	42	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	23	2	46	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	28	2	57	6.7133	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"19"	"1"	33	2	41	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	38	2	40	5.9158	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"19"	"1"	40	2	21	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	41	2	78	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	43	2	73	7.0195	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"19"	"1"	45	2	68	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	50	2	56	6.4942	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"19"	"1"	51	2	62	6.6435	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"19"	"1"	54	2	89	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"19"	"1"	1	1	35	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"19"	"1"	18	1	30	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"19"	"1"	26	1	13	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"19"	"1"	30	1	35	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"19"	"1"	35	1	30	3.9272	1	1	"TARGET"	"Hit"	9	1	1	0	1
"19"	"1"	37	1	13	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"19"	"1"	47	1	35	2.1963	1	1	"TARGET"	"Hit"	9	1	1	0	1
"19"	"1"	52	1	30	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"19"	"1"	53	1	13	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"20"	"1"	4	2	21	6.3717	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"20"	"1"	5	2	20	6.4725	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"20"	"1"	7	2	90	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	11	2	87	6.766	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"20"	"1"	19	2	71	6.5111	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"20"	"1"	21	2	53	7.0926	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"20"	"1"	26	2	2	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	27	2	83	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	29	2	4	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	35	2	37	6.1468	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"20"	"1"	38	2	86	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	39	2	15	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	40	2	39	6.7354	-1	0	"RANDREG"	"FA"	18	1	0	1	0
"20"	"1"	47	2	17	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	49	2	27	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	50	2	69	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	53	2	38	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	54	2	33	NA	2	1	"RANDREG"	"CorRej"	18	0	0	0	0
"20"	"1"	1	1	3	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"20"	"1"	2	1	14	2.3694	1	1	"TARGET"	"Hit"	9	1	1	0	1
"20"	"1"	3	1	44	2.9534	1	1	"TARGET"	"Hit"	9	1	1	0	1
"20"	"1"	8	1	3	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"20"	"1"	13	1	14	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"20"	"1"	15	1	44	3.3936	1	1	"TARGET"	"Hit"	9	1	1	0	1
"20"	"1"	17	1	3	3.1569	1	1	"TARGET"	"Hit"	9	1	1	0	1
"20"	"1"	33	1	14	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
"20"	"1"	36	1	44	NA	0	0	"TARGET"	"Miss"	9	0	0	0	1
